01/11/2024 17:48:44 26.31C, 26.00C, 25.81C, 26.00C, 26.00C, 25.81C
01/11/2024 18:58:57 35.63C, 34.38C, 33.69C, 35.00C, 37.56C, 34.75C
01/11/2024 18:59:00 35.69C, 34.38C, 33.69C, 35.00C, 37.56C, 34.81C
01/11/2024 18:59:02 35.69C, 34.38C, 33.69C, 35.00C, 37.63C, 34.75C
01/11/2024 18:59:05 35.63C, 34.38C, 33.69C, 35.00C, 37.56C, 34.75C
01/11/2024 18:59:07 35.69C, 34.38C, 33.69C, 35.00C, 37.56C, 34.75C
01/11/2024 18:59:09 35.69C, 34.38C, 33.69C, 35.00C, 37.56C, 34.75C
01/11/2024 18:59:12 35.69C, 34.38C, 33.69C, 35.00C, 37.63C, 34.75C
01/11/2024 18:59:14 35.69C, 34.38C, 33.69C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:17 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:19 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:22 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:24 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:26 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:29 35.69C, 34.38C, 33.75C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:31 35.69C, 34.31C, 33.75C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:34 35.69C, 34.38C, 33.81C, 35.00C, 37.63C, 34.81C
01/11/2024 18:59:36 35.69C, 34.31C, 33.88C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:39 35.75C, 34.31C, 33.81C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:41 35.69C, 34.38C, 33.88C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:43 35.69C, 34.38C, 33.88C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:46 35.75C, 34.38C, 33.88C, 35.06C, 37.69C, 34.88C
01/11/2024 18:59:48 35.75C, 34.38C, 33.88C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:51 35.75C, 34.38C, 33.88C, 35.00C, 37.69C, 34.88C
01/11/2024 18:59:53 35.75C, 34.38C, 33.94C, 35.00C, 37.69C, 34.94C
01/11/2024 18:59:55 35.75C, 34.44C, 33.94C, 35.06C, 37.69C, 34.94C
01/11/2024 18:59:58 35.75C, 34.38C, 33.94C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:00 35.75C, 34.44C, 34.00C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:03 35.75C, 34.38C, 34.00C, 35.00C, 37.75C, 34.94C
01/11/2024 19:00:05 35.75C, 34.44C, 34.00C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:08 35.75C, 34.44C, 34.00C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:10 35.75C, 34.44C, 34.00C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:12 35.75C, 34.44C, 34.00C, 35.00C, 37.75C, 34.94C
01/11/2024 19:00:15 35.75C, 34.50C, 34.06C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:17 35.81C, 34.44C, 34.06C, 35.06C, 37.75C, 34.94C
01/11/2024 19:00:20 35.75C, 34.44C, 34.06C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:22 35.81C, 34.44C, 34.06C, 35.06C, 37.81C, 34.94C
01/11/2024 19:00:25 35.75C, 34.44C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:27 35.81C, 34.44C, 34.13C, 35.00C, 37.81C, 35.00C
01/11/2024 19:00:29 35.81C, 34.44C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:32 35.81C, 34.44C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:34 35.81C, 34.44C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:37 35.81C, 34.50C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:39 35.81C, 34.44C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:41 35.81C, 34.50C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:44 35.81C, 34.50C, 34.13C, 35.06C, 37.81C, 35.00C
01/11/2024 19:00:46 35.88C, 34.44C, 34.19C, 35.13C, 37.88C, 35.00C
01/11/2024 19:00:49 35.81C, 34.50C, 34.13C, 35.06C, 37.88C, 35.00C
01/11/2024 19:00:51 35.81C, 34.50C, 34.13C, 35.06C, 37.88C, 35.00C
01/11/2024 19:00:54 35.88C, 34.50C, 34.19C, 35.06C, 37.88C, 35.00C
01/11/2024 19:00:56 35.88C, 34.50C, 34.13C, 35.06C, 37.88C, 35.00C
01/11/2024 19:00:58 35.88C, 34.50C, 34.13C, 35.13C, 37.88C, 35.06C
01/11/2024 19:01:01 35.88C, 34.50C, 34.19C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:03 35.88C, 34.56C, 34.13C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:06 35.88C, 34.50C, 34.19C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:08 35.88C, 34.56C, 34.19C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:11 35.88C, 34.56C, 34.19C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:13 35.88C, 34.56C, 34.19C, 35.06C, 37.88C, 35.13C
01/11/2024 19:01:15 35.94C, 34.56C, 34.19C, 35.06C, 37.88C, 35.06C
01/11/2024 19:01:18 35.88C, 34.56C, 34.19C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:20 35.88C, 34.56C, 34.19C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:23 35.88C, 34.63C, 34.25C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:25 35.88C, 34.63C, 34.19C, 35.06C, 37.94C, 35.06C
01/11/2024 19:01:28 35.88C, 34.56C, 34.25C, 35.06C, 37.94C, 35.06C
01/11/2024 19:01:30 35.88C, 34.63C, 34.19C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:32 35.94C, 34.63C, 34.25C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:35 35.94C, 34.63C, 34.25C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:37 35.88C, 34.63C, 34.25C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:40 35.94C, 34.63C, 34.25C, 35.06C, 37.94C, 35.13C
01/11/2024 19:01:42 35.94C, 34.63C, 34.25C, 35.06C, 38.00C, 35.06C
01/11/2024 19:01:44 35.94C, 34.63C, 34.25C, 35.06C, 38.00C, 35.13C
01/11/2024 19:01:47 35.94C, 34.63C, 34.25C, 35.00C, 38.00C, 35.13C
01/11/2024 19:01:49 35.94C, 34.63C, 34.25C, 35.00C, 38.00C, 35.06C
01/11/2024 19:01:52 35.94C, 34.63C, 34.25C, 35.00C, 38.00C, 35.13C
01/11/2024 19:01:54 35.94C, 34.63C, 34.25C, 35.00C, 38.00C, 35.13C
01/11/2024 19:01:57 35.94C, 34.63C, 34.31C, 35.00C, 38.00C, 35.13C
01/11/2024 19:01:59 35.94C, 34.63C, 34.25C, 35.00C, 38.06C, 35.13C
01/11/2024 19:02:01 35.94C, 34.63C, 34.31C, 35.00C, 38.00C, 35.13C
01/11/2024 19:02:04 35.94C, 34.63C, 34.31C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:06 35.94C, 34.63C, 34.31C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:09 35.94C, 34.63C, 34.31C, 35.06C, 38.00C, 35.13C
01/11/2024 19:02:11 35.94C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:14 35.94C, 34.63C, 34.31C, 35.00C, 38.06C, 35.13C
01/11/2024 19:02:16 35.94C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:18 35.94C, 34.69C, 34.38C, 35.06C, 38.00C, 35.13C
01/11/2024 19:02:21 35.94C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:23 35.94C, 34.63C, 34.38C, 35.06C, 38.00C, 35.13C
01/11/2024 19:02:26 36.00C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:28 36.00C, 34.63C, 34.38C, 35.06C, 38.00C, 35.19C
01/11/2024 19:02:30 36.00C, 34.63C, 34.38C, 35.06C, 38.00C, 35.13C
01/11/2024 19:02:33 36.00C, 34.63C, 34.38C, 35.06C, 38.00C, 35.13C
01/11/2024 19:02:35 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.19C
01/11/2024 19:02:38 35.94C, 34.63C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:40 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:43 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:45 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:47 36.00C, 34.63C, 34.44C, 35.00C, 38.06C, 35.13C
01/11/2024 19:02:50 36.00C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:52 36.00C, 34.63C, 34.38C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:55 36.00C, 34.56C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:02:57 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.13C
01/11/2024 19:03:00 36.00C, 34.63C, 34.44C, 35.06C, 38.13C, 35.13C
01/11/2024 19:03:02 36.00C, 34.56C, 34.44C, 35.06C, 38.06C, 35.19C
01/11/2024 19:03:04 36.06C, 34.63C, 34.44C, 35.06C, 38.06C, 35.19C
01/11/2024 19:03:07 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.19C
01/11/2024 19:03:09 36.06C, 34.56C, 34.44C, 35.06C, 38.06C, 35.19C
01/11/2024 19:03:12 36.06C, 34.56C, 34.38C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:14 36.00C, 34.63C, 34.44C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:16 36.06C, 34.63C, 34.38C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:19 36.06C, 34.63C, 34.44C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:21 36.06C, 34.63C, 34.44C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:24 36.06C, 34.63C, 34.44C, 35.06C, 38.06C, 35.25C
01/11/2024 19:03:26 36.06C, 34.63C, 34.44C, 35.13C, 38.06C, 35.25C
01/11/2024 19:03:29 36.06C, 34.63C, 34.38C, 35.13C, 38.06C, 35.31C
01/11/2024 19:03:31 36.06C, 34.69C, 34.44C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:33 36.13C, 34.63C, 34.44C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:36 36.13C, 34.69C, 34.38C, 35.13C, 38.06C, 35.31C
01/11/2024 19:03:38 36.06C, 34.69C, 34.38C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:41 36.06C, 34.69C, 34.38C, 35.13C, 38.06C, 35.31C
01/11/2024 19:03:43 36.06C, 34.69C, 34.38C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:46 36.13C, 34.69C, 34.38C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:48 36.06C, 34.69C, 34.38C, 35.13C, 38.06C, 35.31C
01/11/2024 19:03:50 36.13C, 34.69C, 34.38C, 35.06C, 38.13C, 35.31C
01/11/2024 19:03:53 36.06C, 34.69C, 34.38C, 35.06C, 38.06C, 35.31C
01/11/2024 19:03:55 36.13C, 34.69C, 34.38C, 35.06C, 38.13C, 35.31C
01/11/2024 19:03:58 36.06C, 34.69C, 34.38C, 35.06C, 38.06C, 35.31C
01/11/2024 19:04:00 36.06C, 34.63C, 34.38C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:03 36.06C, 34.63C, 34.31C, 35.06C, 38.06C, 35.31C
01/11/2024 19:04:05 36.06C, 34.63C, 34.31C, 35.06C, 38.06C, 35.31C
01/11/2024 19:04:07 36.06C, 34.63C, 34.31C, 35.06C, 38.06C, 35.31C
01/11/2024 19:04:10 36.13C, 34.63C, 34.31C, 35.06C, 38.13C, 35.31C
01/11/2024 19:04:12 36.06C, 34.63C, 34.31C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:15 36.13C, 34.63C, 34.31C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:17 36.13C, 34.63C, 34.25C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:19 36.13C, 34.63C, 34.25C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:22 36.13C, 34.63C, 34.25C, 35.13C, 38.06C, 35.31C
01/11/2024 19:04:24 36.13C, 34.63C, 34.25C, 35.06C, 38.13C, 35.31C
01/11/2024 19:04:27 36.13C, 34.63C, 34.25C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:29 36.13C, 34.63C, 34.25C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:32 36.13C, 34.63C, 34.19C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:34 36.13C, 34.63C, 34.19C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:36 36.13C, 34.63C, 34.25C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:39 36.19C, 34.56C, 34.19C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:41 36.13C, 34.56C, 34.19C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:44 36.19C, 34.56C, 34.19C, 35.13C, 38.13C, 35.38C
01/11/2024 19:04:46 36.13C, 34.56C, 34.19C, 35.13C, 38.13C, 35.44C
01/11/2024 19:04:49 36.19C, 34.56C, 34.13C, 35.13C, 38.13C, 35.44C
01/11/2024 19:04:51 36.19C, 34.56C, 34.19C, 35.13C, 38.13C, 35.44C
01/11/2024 19:04:53 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.44C
01/11/2024 19:04:56 36.19C, 34.56C, 34.13C, 35.19C, 38.13C, 35.44C
01/11/2024 19:04:58 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:01 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:03 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:05 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.50C
01/11/2024 19:05:08 36.19C, 34.56C, 34.13C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:10 36.19C, 34.56C, 34.13C, 35.19C, 38.19C, 35.50C
01/11/2024 19:05:13 36.19C, 34.50C, 34.13C, 35.19C, 38.25C, 35.44C
01/11/2024 19:05:15 36.19C, 34.50C, 34.19C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:18 36.25C, 34.56C, 34.19C, 35.19C, 38.19C, 35.50C
01/11/2024 19:05:20 36.19C, 34.56C, 34.19C, 35.13C, 38.19C, 35.44C
01/11/2024 19:05:22 36.25C, 34.50C, 34.19C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:25 36.25C, 34.50C, 34.19C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:27 36.25C, 34.56C, 34.19C, 35.19C, 38.25C, 35.50C
01/11/2024 19:05:30 36.25C, 34.50C, 34.25C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:32 36.25C, 34.56C, 34.25C, 35.19C, 38.25C, 35.50C
01/11/2024 19:05:35 36.25C, 34.50C, 34.25C, 35.19C, 38.25C, 35.44C
01/11/2024 19:05:37 36.25C, 34.50C, 34.25C, 35.13C, 38.25C, 35.44C
01/11/2024 19:05:39 36.25C, 34.50C, 34.25C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:42 36.31C, 34.50C, 34.25C, 35.13C, 38.25C, 35.44C
01/11/2024 19:05:44 36.31C, 34.50C, 34.31C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:47 36.25C, 34.56C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:05:49 36.25C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:05:52 36.25C, 34.50C, 34.31C, 35.19C, 38.25C, 35.50C
01/11/2024 19:05:54 36.25C, 34.50C, 34.31C, 35.13C, 38.25C, 35.50C
01/11/2024 19:05:56 36.31C, 34.56C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:05:59 36.31C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:01 36.25C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:04 36.25C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:06 36.31C, 34.50C, 34.31C, 35.13C, 38.31C, 35.44C
01/11/2024 19:06:08 36.31C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:11 36.31C, 34.50C, 34.31C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:13 36.31C, 34.50C, 34.38C, 35.13C, 38.25C, 35.44C
01/11/2024 19:06:16 36.31C, 34.50C, 34.31C, 35.13C, 38.31C, 35.44C
